"title","hit","url","content"
"아아아.. 맥북에어 때문에 의외의 지출과 난관에 봉착했습니다.",253,"https://www.clien.net/service/board/park/16678363?od=T31&po=0&category=0&groupCd","맥북에어 13인치 화면을 40대의 눈으로는 도저히 볼수가 없어서      27인치 QHD모니터에 연결했더니 HIDPI를 지원하지 않네요?      어쩔수없이 울트라파인 27인치 모니터를 살려고 하니      책상에 둘곳이 없어 책상을 ㄱ자로 만들기 위해 날개책상을 구입하려다가      거실쇼파를 바꾸기전에 가구를 더 들일 수 없다는 선언에 직면하고      좌절중입니다. ㅜ.ㅜ      그러니까 제가 맥북에 연결할 모니터를 사고 싶으면 거실 쇼파부터 바꿔야 합니다.      하아... 이게 무슨.."
"지금 민주당에 필요한 것",164,"https://www.clien.net/service/board/park/16678362?od=T31&po=0&category=0&groupCd","사실 이재명 후보는 200% 잘하고 있습니다.&nbsp;   역대 이렇게 대통령 전에 지자체장을 하면서 행정능력을 미리 검증받고 대통령이 된 사람이 얼마나 되나요?&nbsp;   대장동이니 기본소득이니 논란이 많지만 대선전 적당히 정리하고 가다듬어서 잘 싸울꺼라 봅니다.&nbsp;   반대로 윤석렬 후보는 -200% 하고 있죠.   정책에 대해서 아는 것도 없고 캠프에서 써준거 읽는 수준입니다.&nbsp;   평생 교육, 국방, 외교, 국토, 기타등등 고민해본적도 없고&nbsp;   단체장이 되어서 자신의 반대편도 다르고 얼레고 설득해서 일을 추진해본적도 없는 사람입니다.&nbsp;      제가 볼 때 능력없고 결함많은 윤석렬이 인기가 많은 이유는 한가지 입니다. ㅈ   지금 정부가 일을 못해서입니다.&nbsp;   물론 지금 정부의 추진방향은 저도 동의합니다.&nbsp;   검찰개혁해야지요 언론개혁해야지요   그런데 못하게 문제입니다.&nbsp;   권력을 가졌는데 못했어요. 문제는 민주당입니다.&nbsp;   싸워야할때 싸우지 않았어요&nbsp;   듣자하니 이재명은 열심히 뛰는데 캠프가 잘 안보인다고 하네요&nbsp;   왠지 내부에 이재명 대통령되는게 배가 아픈 사람이 있는지도 모르겠네요&nbsp;   지금 민주당에 필요한건 공격력 입니다.&nbsp;   왜 민주당은 검찰 찾아가서 대장동에서 돈 받아먹은 국힘당 쪽 사람들 수사 안하냐고 시위를 안하나요?   왜 민주당은 포털사이트나 언론사 찾아가서 왜 편파보도하고 국힘당쪽 사람들 기사는 안내보내냐고 시위를 안하나요?   왜 민주당은 소소의 몇몇을 제외하고 이런 사태에 대해서 sns 나 언론출연하면서 목소리를 안높히나요?   도대체 왜 민주당은 넉놓고 가만히 앉아있나요?   지금 윤석렬 문제 많네 이런 꼬투리 잡고 있을때가 아닙니다.&nbsp;   총력을 다해서 싸워야하는데 싸우질 않는 것 같습니다.&nbsp;   싸우는지 모르겠는데 보이질 않아요&nbsp;   왜 서울시장이 tbs 언론탄압하는데 다들 꿀먹은 벙어리처럼 그냥 있나요?   언론탄압한다고 민주당에서 서울시청에 항의방문하고 해야하지 않나요?   왜 다들 가만히 앉아있나요?      이재명이 여론조사 뒤지는건 민주당이 일안하고 무사안일하게 있어서 그런겁니다.&nbsp;   이재명이 문제가 아니라 민주당이 문제입니다.&nbsp;   민주당 국회의원들은 언론인 인맥하나 없나요? 왜 다들 꿀먹은 벙어리처럼 그냥 있나요?   튀지 않으려고 괜히 튀다가 언론의 폭격을 맞지 않을까 검찰의 뒷조사를 받지 않을까&nbsp;   이런 걱정을 하는건가요?   보고 있으면 너무 답답합니다. &nbsp;"
"이준석 ''이재명 궁지 몰렸다..야당이 특검 임명권 행사해야''",1360,"https://www.clien.net/service/board/park/16678361?od=T31&po=0&category=0&groupCd","&nbsp;   &nbsp;궁지 몰린 거 님 같은데요?   &nbsp;2030 탈당 러시   &nbsp;당은 이제 윤석열 중심   &nbsp;캠프 자리는 나온다, 안 나온다 말만 나오고      &nbsp;이재명보다 님부터...."
"사과가 아니라 거래 (김종배 천기누설)",632,"https://www.clien.net/service/board/park/16678358?od=T31&po=0&category=0&groupCd","평소에 김종배님의 분석이 참 좋다는 생각을 많이 했는데,   오늘 천기누설의 내용은 다들 꼭 봤으면 좋겠네요. 특히 기레기놈들 !!!"
"윤짜장 반듯이...",868,"https://www.clien.net/service/board/park/16678357?od=T31&po=0&category=0&groupCd","이자슼은 한글 몰라서 저런게 아니었습니다.   자영업 구제 글쓸때는 반드시라고 썼었네요&nbsp;   이번에는 반듯이...   개사과처럼 억지 사과한거 아닌가요?"
"오늘은 저녁에 맛난거 먹을겁니다.",183,"https://www.clien.net/service/board/park/16678354?od=T31&po=0&category=0&groupCd","그냥 기분이 꿀꿀하네요..      날이 추운걸까요? 마음이 추운걸까요?      아사모사 하지만 그냥 오늘은 다이어트 개나 줘버리고&nbsp;      맛난거 먹고 술한잔하고 푹 잘랍니다.      이런날도 있어야죠"
"아내에게 게임 사자고 하는 노래 (과나)",527,"https://www.clien.net/service/board/park/16678351?od=T31&po=0&category=0&groupCd","와.. 역시 과나.. ㅎㅎ   호소력 짙은 가사와 목소리..&nbsp;   다 듣고 나니 좀 슬프네요.                ********** 가사 中 발췌 *******************      여보&nbsp;가전제품&nbsp;추천해도&nbsp;될까   최첨단&nbsp;기술이&nbsp;집약된&nbsp;고급&nbsp;예술품이지만   그렇게&nbsp;비싸지도&nbsp;않은데다&nbsp;디자인도&nbsp;아름다워   우리&nbsp;텅빈&nbsp;티비장에&nbsp;놓으면&nbsp;너무&nbsp;예쁠&nbsp;이&nbsp;작품&nbsp;이름은   플레이스테이션이야   알았어 화 부터 내지말고 내 얘기 좀 들어봐      여보 애들 교육에 대해 읽어봤는데   책상에서&nbsp;공부하는&nbsp;것보다&nbsp;체험&nbsp;학습이&nbsp;좋대   플레이스테이션&nbsp;VR&nbsp;기능&nbsp;쓴다면&nbsp;어디든&nbsp;갈수&nbsp;있어   심지어&nbsp;공룡 만나고&nbsp;싶다는&nbsp;우리&nbsp;아들&nbsp;예쁜&nbsp;꿈도&nbsp;이뤄줄수&nbsp;있어      못난&nbsp;나를&nbsp;만나&nbsp;고생하는&nbsp;널&nbsp;보면   내&nbsp;마음에&nbsp;비가&nbsp;내려   언제나&nbsp;육아,&nbsp;요리,설거지,&nbsp;빨래,&nbsp;청소를   해내느라&nbsp;거칠어진&nbsp;너의&nbsp;손을   볼 때 마다&nbsp;쥐여&nbsp;주고&nbsp;싶어   아름다운 듀얼센스패드를      우리&nbsp;게임기&nbsp;하나&nbsp;사보는건&nbsp;어떨까   너무&nbsp;착한&nbsp;그대가&nbsp;나같은&nbsp;못난놈&nbsp;만나서&nbsp;사느라   스트레스&nbsp;쌓이잖아   고거를 게임으로 풀면 어떨까   나같은&nbsp;놈&nbsp;등짝을&nbsp;때리는&nbsp;것보다는   몬스터&nbsp;패는&nbsp;게&nbsp;더&nbsp;재밌을거야      ...      못난&nbsp;나를&nbsp;만나&nbsp;무섭게&nbsp;변한&nbsp;너   원래&nbsp;착하고&nbsp;다정했잖아   그&nbsp;마음&nbsp;다시&nbsp;돌아올수&nbsp;있게&nbsp;노력할게   근데&nbsp;노력만&nbsp;으로&nbsp;다&nbsp;되는건&nbsp;아니니까   최첨단 힐링 아이템을 사용해보는건 어떨까 싶어      플스가&nbsp;싫다면&nbsp;닌텐도&nbsp;스위치는&nbsp;어떨까   무인도에&nbsp;너만의&nbsp;예쁜&nbsp;마을&nbsp;만들고   동물친구들과&nbsp;즐겁게&nbsp;놀아봐   너&nbsp;원래&nbsp;춤추는거&nbsp;좋아&nbsp;했잖아   춤추고&nbsp;마리오&nbsp;포켓몬&nbsp;리듬타고&nbsp;즐겨   난&nbsp;젤다만&nbsp;하면돼      산다면 한 달간 저녁 밥 내가 만들게   넌&nbsp;그동안&nbsp;지구를&nbsp;지켜줘   우리&nbsp;네&nbsp;살&nbsp;아들도&nbsp;편지를&nbsp;썼어   상상해봐   우리가&nbsp;함께&nbsp;쌓아갈&nbsp;추억과   아이템과&nbsp;업적      ...      게임은&nbsp;사실&nbsp;참 교육에 좋아&nbsp;정말이야   난 이지투 디제이로 리듬을 타는걸 배웠고   스타로&nbsp;숲과&nbsp;나무를&nbsp;동시에&nbsp;보는걸&nbsp;배웠고   디아블로&nbsp;아이템&nbsp;사기를&nbsp;당하며&nbsp;세상의&nbsp;쓴맛을&nbsp;배웠어   툼&nbsp;레이더로&nbsp;두려움&nbsp;속&nbsp;뚫고&nbsp;가&nbsp;보물&nbsp;찾는걸&nbsp;배웠고   나쁜놈들에게&nbsp;붙들려&nbsp;두드려&nbsp;맞고&nbsp;온&nbsp;날은&nbsp;둠2로&nbsp;분풀었어   게임&nbsp;속&nbsp;강력한&nbsp;용사들&nbsp;될&nbsp;때면&nbsp;내&nbsp;가슴&nbsp;부풀었어   나는 게임을 사랑해 당연히 제일 사랑하는건 너고..."
"수능이 일주일 남았군요",239,"https://www.clien.net/service/board/park/16678349?od=T31&po=0&category=0&groupCd",""
"화장만 하면 당신도 존잘남!. JPG",2509,"https://www.clien.net/service/board/park/16678347?od=T31&po=0&category=0&groupCd","아시겠어요, 아조씨들?"
"[연구] 30대 미만은 코로나19 경증 회복 후 항체 낮아",1178,"https://www.clien.net/service/board/park/16678346?od=T31&po=0&category=0&groupCd","https://www.chp.edu/news/110921-young-adults-low-antibody-levels-after-covid19      경증 환자, 즉 병원 입원 안 한 환자 대상입니다.   회복 후 혈액속 항체를 연령대별로 분류해서 비교해 보니 큰 차이가 났는데,      30대 미만은 30-45세와 비교해도 항체가 현저히 적었다고 합니다."
"'반듯이' 로 쓴 거라네요",1746,"https://www.clien.net/service/board/park/16678345?od=T31&po=0&category=0&groupCd","바르게 세우라는 뜻으로..      윤씨는 오월정신이 뭔가 반듯하게 세워져 있지 않다고 생각하나 보네요.   하긴 전두환 옹호 발언을 봐도 뭔가 삐뚤어져 있긴 하네요. 왜곡된 눈으로 보면 세상이 삐뚤게 보이죠.      ""5·18민주묘지 방명록에 쓴 ‘오월 정신 반듯이 세우겠다’의 의미에 대해서는 “‘반드시’가 아니고 ‘똑바로’ 이런 뜻이다. 사실 제가 과거에 같이 근무하던 호남 출신 동료들이 잘 쓰는 말”이라며 “제가 그런 걸 감안해서 ‘반듯이 해라’ 이런 이야기를 많이 한다”고 했다.""원문보기:https://www.hani.co.kr/arti/politics/assembly/1018870.html#csidxf80e0ecc584e3efbd167f479d974227&nbsp;&nbsp;"
"당근 신고 담당자 출근했나봐요",950,"https://www.clien.net/service/board/park/16678342?od=T31&po=0&category=0&groupCd","어제밤부터 신고 넣은거 운영정책에의해 처리되었다고      계속 알림이 오네요. 11시부터 계속 2~3분마다 오는듯해요."
"정부 구독료 328억이나 받아먹으면서 윤석열을 이렇게 ... 헐겠네요.",1459,"https://www.clien.net/service/board/park/16678341?od=T31&po=0&category=0&groupCd","기자가 생각은 있는지 참...기레기라는 명칭이 걸맞는것 같아요.   국가기간뉴스채널이 맞는지 ...."
"'듄'과 '이터널스'",1003,"https://www.clien.net/service/board/park/16678340?od=T31&po=0&category=0&groupCd","백신 1,2차를 모두 맞고 다시 극장에 가기 시작 해서   듄과 이터널스를 봤습니다.      듄은 원작 소설을 읽어서 일지도 모르겠지만   정말 집중해서 재미있게 봤습니다.   긴 상영 시간이 길다고 느껴지지 않을 정도 였죠   감독의 전 영화들도 재미있었던걸 보면 감독 스타일이 취향에 맞는 것 같습니다.&nbsp;      그리고 며칠 후에 기대하던 이터널스를 봤습니다.   마동석 형이 나오는 것 보다 감독이 아카데미상을 받았다고 해서 &nbsp;더 기대가 되었지만   아직은 커다란 상업영화를 끌고 갈 수 있는 능력이 안되는 것 같습니다.   씬 들을 나눠서 보면 때깔도 좋고 잘 찍은 것 같아도 합쳐놓고 보면 재미가 없습니다.      영화의 호흡으로 치면 듄이 더 느린 것 같은데   이터널스가 더 지루하게 느껴지더군요   &nbsp;"
"돌싱글즈 재미있네요",439,"https://www.clien.net/service/board/park/16678338?od=T31&po=0&category=0&groupCd","넷플릭스에 있길래 한번봤습니다      시즌2라 지금 진행중인것인데      데이트할때 그 설렘이..   아내랑 보면서 그때를 떠올리게 만들어서   아주..??좋네요      일반인들이라 그런지 몰라도   감정이나 마음이 얼굴에 바로바로 나타나니   그게 더 보는입장에선   감정이입이되더군요      어젠 자녀 유무를 이야기하는 시간이었는데   크... 좋았습니다."
"아이즈원] 조유리-imagine (유엔참전용사 추모의날)",388,"https://www.clien.net/service/board/park/16678337?od=T31&po=0&category=0&groupCd","부산여자 조유리!      오늘도 좋습니다"
"딱 한마디만 하겠습니다",1228,"https://www.clien.net/service/board/park/16678335?od=T31&po=0&category=0&groupCd","쪽팔려서 마누라도 못데리고 나오는 놈이 후보는 무슨 yo!"
"윤석열, 방명록 공세에 ''오월 정신, 어디가 비뚤어져 있나''",1781,"https://www.clien.net/service/board/park/16678334?od=T31&po=0&category=0&groupCd","&nbsp;예????"
"미국 출신 원어민 강사랑 백신에 관해 얘길 했는데",1213,"https://www.clien.net/service/board/park/16678333?od=T31&po=0&category=0&groupCd","백신에 관해 단순하게 미국과 한국의 차이를 찾아보면,   물론 지극히 저와 강사분의 개인적 생각입니다.&nbsp;      대화 간단 요약&nbsp;      미국은 개인의 자율성을 가장 중요시하고   한국은 공동체의 이익을 가장 중요하게 생각함&nbsp;      강사분은 한국은 사망률이 전세계에서 가장 낮은데도&nbsp;   너무 보수적으로 방역을 함   제 생각엔 국가에서 국민의 안전이 최우선 목표이기 때문에&nbsp;   방역 정책을 보수적으로 운영하는 것 같음      코로나 정책중에서 미국과 한국의 제일 다른 차이는      미국은 백신은 자율 하지만 그에 따른 책임은 온전히 개익의 몫   (백신 미접종자는 회사에서 바로 짤림)   한국은 백신은 자율 하지만 그에 따른 책임도 지지 않으려고 함.   (백신 패스는 차별이에요!!!)&nbsp;      미국에선 미접종 교사들도 바로 짤린다는 얘길 듣고   우리나라가 미접종자들은 생각보다 널널(?)하구나 싶었네요. ㅎ"
"카뱅카드 교체발급했습니다.",923,"https://www.clien.net/service/board/park/16678332?od=T31&po=0&category=0&groupCd","카뱅 초창기에 만든카드인데 벌써;; 만료라니 시간이 빨리 흐릅니다.   이번카드는 춘식이로 했습니다.."
"오을 저녁밥.jpg",2560,"https://www.clien.net/service/board/park/16678331?od=T31&po=1&category=0&groupCd","스테이쿠에 와인 입니당"
"옛날 -&gt; 요즘 공룡 복원도.jpg",1661,"https://www.clien.net/service/board/park/16678330?od=T31&po=1&category=0&groupCd","티라노 사우루스는 깃털없는 공룡-&gt;깃털있는 공룡-&gt;다시 깃털없는 공룡 이렇게 바뀌네요"
"케이티 기지국 장애 ㅋㅋㅋ",824,"https://www.clien.net/service/board/park/16678329?od=T31&po=1&category=0&groupCd","백신 맞은다고… 출근 안했는데      회사 딱 구로인데…      저는 다행인데..      수많은 케이티 유저분들 어쩔..      환장하네요"
"유류 중고판매가 불법이었군요..",684,"https://www.clien.net/service/board/park/16678328?od=T31&po=1&category=0&groupCd","오늘 당근 보니까 신고사유에 유류 판매가&nbsp;있더라구요 ㅋㅋ      요소수 되팔렘들 울상이겠어요"
"쿠팡플레이 X 콜드플레이 뮤직 콘서트 라이브 스트리밍",1021,"https://www.clien.net/service/board/park/16678327?od=T31&po=1&category=0&groupCd","글로벌 슈퍼 밴드 콜드플레이, 쿠팡플레이가 단독 온라인 콘서트 주최하고 공연 생중계    쿠팡플레이 앱, 웹사이트, SNS 통해 행운의 온라인 팬미팅 참가자 선정 이벤트 진행 예정      2021. 11. 11. 서울 – 쿠팡플레이가 연말을 맞이해 쿠팡 와우 멤버십 가입 고객들을 위해 세계 최정상의 밴드 ‘콜드플레이(Coldplay)’의 단독 온라인 콘서트를 주최하고 오직 쿠팡플레이에서만 라이브 스트리밍한다.   “쿠팡플레이 콘서트: 콜드플레이”는 쿠팡플레이가 기획 및 주최하는 첫 번째 뮤직 콘서트로 오는 12월 4일(토) 밤 11시 30분부터 쿠팡플레이를 통해 생중계된다. 이번 행사는 코로나19 장기화 상황에서 해외 아티스트 공연에 대한 국내 수많은 음악 팬들의 갈증을 달래줄 매우 반가운 소식이다. 특히 영국이 낳은 슈퍼 록밴드 콜드플레이가 지난 2017년 내한 공연 이후 오랜만에 국내 팬들만을 위해 서는 무대인 만큼 많은 관심을 불러일으키고 있다.   콜드플레이는 세계적으로 대중과 평단의 확고한 지지를 받고 있는 밴드로 “비바 라 비다(Viva la Vida)”, “마이 유니버스(My Universe)”, “스피드 오브 사운드(Speed of Sound)”, “옐로우(Yellow)”, “더 사이언티스트(The Scientist)” 등 수많은 글로벌 히트곡을 보유하고 있다. 국내 팬들 사이에서 콜드플레이는 섬세한 감성이 돋보이는 서정적인 멜로디와 몽환적이면서 따뜻한 가사로 많은 사랑을 받아왔다.   특히 콜드플레이의 라이브 공연이 폭발적인 가창력과 웅장한 연주, 탁월한 무대 매너를 통한 관중과의 교감으로 잘 알려져 있는 만큼 이번 쿠팡플레이 콘서트에서 어떤 모습을 보여줄지 많은 기대가 되고 있다. 쿠팡플레이는 콘서트를 기념하기 위한 특별 이벤트로 팬들과 콜드플레이 간의 온라인 팬미팅도 준비 중이다. 팬미팅 참가자를 선정하기 위한 사전 응모 이벤트는 쿠팡플레이 앱과 웹 사이트(www.coupangplay.com), SNS를 통해 별도 안내된다.   콜드플레이는 1997년 말 런던에서 결성된 4인조 록밴드로 여전히 전세계적으로 큰 인기를 누리고 있다. 멤버는 크리스 마틴(보컬, 피아노), 존 버클랜드(기타), 가이 베리맨(베이스), 윌 챔피언(드럼)이다. 콜드플레이는 총 9장의 정규 앨범을 발표했으며, 그래미상, 브릿어워즈 등 세계 주요 음악 시상식에서 60회 이상 수상의 영광을 누렸다. 올해 발매한 앨범 “뮤직 오브 더 스피어스(Music of the Spheres)”에 수록된 “마이 유니버스(My Universe)”는 BTS와의 협업곡으로 미국 빌보드 메인 싱글차트에서 1위를 차지했다. 밴드 리더 크리스 마틴이 BTS와의 작업을 위해 직접 한국을 방문해 화제가 되기도 했다.   한편 쿠팡 와우 멤버십에 가입한 회원이라면 누구나 추가 비용 없이 쿠팡플레이의 무제한 스트리밍 서비스를 마음껏 이용할 수 있다. 쿠팡플레이는 영화, 드라마, 스포츠, 예능, 키즈/교육 등 풍성한 볼거리를 제공 중이며, 모바일, 태블릿, PC 웹사이트, 스마트TV 등에서 편하게 즐길 수 있다.               쿠팡플레이가 진짜공격적으로 컨텐츠 확보하긴 하는군요;;"
"예전에 여자분 핸드백을 주운 적이 있었어요.",789,"https://www.clien.net/service/board/park/16678326?od=T31&po=1&category=0&groupCd","아래 어머님이 돈을 주워서 경찰서에 맡기셨다는 글을 보니 예전 생각이 나네요.      2년 전에 합정 쪽에서 검은색 여자 핸드백이(어깨에 메는 반질반질한 가죽 가방)떨어져 있는 걸 발견했습니다.   다시 찾으러 오겠지 하고 지나치려다가, 밤 11시 정도로 늦었기도 하고, 그냥 지나치기엔 뭔가 찝찝한 마음이 들어서   지도를 켜고 도보로 20분 정도 거리에 있는 파출소에 전달했습니다.      경찰 아저씨한테 가방 주워서 가져왔다고 말하고 나오려는데, 바로 가면 안된다고 하시더군요.   가방을 열어서 현금이 얼마 있는지 제 눈앞에서 확인을 시켜줘야 한다고 했어요. 사례금 관련해서.   그리고 현금을 열심히 세시고 나서 연락처를 달라고 하시길래.   사례금은 필요 없으니 연락처 안 남겨도 될 거 같다라고 말했더니, 그러면 안 된다고 하셔서 남기고 왔던 적이 있습니다.      그리고 바로 다음 날 오후에 모르는 번호로 전화가 와서 받아보니, 어제 그 가방 주인이신 분이었어요.   목소리만 들으면 저보다 한창 어린 20대 초중반의 여자분 같았습니다.   그리고 정말 아끼던 가방이고 중요한 소지품이 들어있어서 멘붕 중이었는데,   찾아주셔서 감사하다고, 식사나 커피 꼭 대접하고 싶다고 말씀하시더군요.      당시 회사일로 바쁘기도 하고 주말에 여행 일정도 잡혀 있어서 '네, 네 다음 주에 제가 연락 드릴게요'하고 끊었습니다.   그리고 그 다음 주에 문자로 연락이 두어 번 왔었는데, 회사일로 너무 정신이 없어서 대충 답장하고 넘기다 보니   그 후론 연락이 안 오더군요.      한참 나중에 '아, 그 여자 분 목소리 정말 예뻤는데...'하며 아쉬워 했던 적도 있지만.   다시 생각해보면 유치원 알아볼 일을 사전에 방지(?)했으니 다행이라고도 생각합니다.      니들은 결혼...      아무튼 이런 편안한 엔딩, 여러분도 원하던 거라고 생각합니다.   그래서 저는 지금도 솔로입니다."
"이상수 작가의 닥스훈트가 왔습니다.",1345,"https://www.clien.net/service/board/park/16678324?od=T31&po=1&category=0&groupCd","장인어른이 20년간 기르던 닥스훈트가 저 세상으로 가고 하루 후에&nbsp;   클리앙에서 이상수조각가의 글을 보고 영혼의 이끌림(?)을 느끼고&nbsp;   구매한 닥스훈트입니다.      아이들도 장인어른이 기르던 닥스훈트를 매우 아꼈기에&nbsp;   죽고 난 후 정말 많이 울었는데 이 녀석이 작은 위로가 될 수도 있을거 같고 해서..      이렇게 상황이 딱 맞아 떨어지는 상황은 뭐라도 해야 한다고 배웠(??)기에&nbsp;   고민없이 사버렸네요.      처음 구매해본 예술품인데 집안의 분위기에도 좋은거 같고 좋네요.      이 녀석은 1/7 버전으로 앞으로 7가지 작품이 나올 예정인가 봅니다.   2/7는 내년 초쯤에 나온다고 하네요."
"당근은 요소수 판매금지 안시키나요?",583,"https://www.clien.net/service/board/park/16678319?od=T31&po=1&category=0&groupCd","일일이 신고하는것도 귀찮네요."
"무무법과 이미지 업로드 개선",2917,"https://www.clien.net/service/board/park/16678318?od=T31&po=1&category=0&groupCd","무무법 폐지와 함께 업데이트 된 …"
"조국 장관님 '''성스러운 징조'라....''",1609,"https://www.clien.net/service/board/park/16678315?od=T31&po=1&category=0&groupCd","&nbsp;윤석열이 떠나고 난 뒤 비 그치고 무지개 뜬 거면      &nbsp;성스러운 징조죠      &nbsp;다만, 그 성스러운 징조의 대상이"
"멜론 TOP100에 480일동안 머물러 있는 노래.jpg",289,"https://www.clien.net/service/board/park/16678314?od=T31&po=1&category=0&groupCd","오마이걸과 재계약한 이유가 있네요."
"키보드 홈키가 안먹어서 이상했는데...",762,"https://www.clien.net/service/board/park/16678312?od=T31&po=1&category=0&groupCd","갑자기 오늘부터 크롬에서 홈키 먹통 증상이 있어서   이상해서 검색해보니 캐럿 브라우징 때문이었군요 ㄷㄷ   F7로 해제하니 잘되네요 ㅎ"
"저(유부)의 게이밍 환경",1177,"https://www.clien.net/service/board/park/16678311?od=T31&po=1&category=0&groupCd","&nbsp;플스4슬림 + 게임 20종이상   &nbsp;스위치 + 프로콘 + 게임 15종이상   &nbsp;아이패드 프로 (M1) 12.9인치   &nbsp;3070 17인치 노트북 + 3070데스크탑 &nbsp;+ 스팀게임 30종이상      &nbsp;사실상 플5랑 엑박 빼고는 거의 다 있다고 봐야하지 않을까요.. ( 아직 플4를 즐기는중 )   &nbsp;스팀덱은 사도되는지 한번 물어보려고요&nbsp;      문제는 기기는 여러개인데 할 시간이 없네요..      &nbsp;** 일본 불매 사태 이후로 일본 게임 및 기기는 더 이상 안 사고 있습니다.. **"
"이 후보님께 문자가 왔군요 ㅇㅅㅇ /",1209,"https://www.clien.net/service/board/park/16678309?od=T31&po=1&category=0&groupCd","듬직한 기분이 드는건 저만 그런건지 ㄷ ㄷ 좋습니다 'ㅅ' /      이재명은 합니다"
"백신 맞으신 분들도 돌파 감염에 대해서 주의하셔야겠어요.",552,"https://www.clien.net/service/board/park/16678307?od=T31&po=1&category=0&groupCd","오늘 글을 연달아 두개나 쓰네요.   게시판 어지럽혀서 죄송합니다.      동네 주변에 장사하시는 분 중에서 돌파감염 된 분이 있다는 이야기를 며칠 전에 들었어요.   육십대의 나이라서 백신도 2차까지 이미 다 맞은 상태인데   어떤 (저는 모르는) 이유 때문에 코로나 확진 나왔다고 하더라고요.   그래서 감염되신 분 가게 다녀간 손님 중에서도 확진이 두어명 나왔다고 하고요.      저는 1차 AZ 2차 화이자로 7월에 2차를 맞았는데   어느새 4개월이나 지났네요.   백신 접종은 현재도 진행중이고, 접종률도 오르고 있지만   백신 맞았다고 안심하지마시고&nbsp;   언제나 개인 위생과 마스크 착용에 신경을 써야겠습니당...   물론 저도요.   글 읽어주셔서 감사합니다."
